Date,USD,ethereum,binance,bitcoin,tether
4/14/2022,0.9997,3014.6800,414.3218,39847.8500,1.0001
4/15/2022,1.0001,3033.0850,416.5560,40477.3300,1.0001
4/16/2022,1.0000,3061.8250,417.2235,40418.1200,1.0001
4/17/2022,1.0000,3046.0380,414.0020,40011.1800,1.0002
4/18/2022,0.9999,3066.1720,417.7740,40931.4300,1.0000
4/19/2022,0.9999,3098.6600,421.0035,41407.1400,1.0001
4/20/2022,0.9999,3086.5950,419.5860,41490.6900,1.0001
4/21/2022,0.9999,2983.6200,404.4692,40413.8600,1.0001
4/22/2022,1.0000,2959.1030,406.7500,39717.2700,1.0001
4/23/2022,1.0000,2956.5000,404.3180,39826.2100,1.0002
4/24/2022,0.9999,2929.9550,400.6970,39564.8600,1.0002
4/25/2022,1.0000,3010.6370,403.8005,40365.5200,1.0001
4/26/2022,0.9999,2821.4400,386.3979,38225.5500,0.9999
4/27/2022,0.9999,2875.9300,389.8830,39081.5300,1.0000
4/28/2022,0.9987,2928.4620,408.0565,39792.6100,1.0001
4/29/2022,0.9999,2818.9960,393.4037,38613.8400,1.0001
4/30/2022,0.9999,2781.8330,385.4270,38259.2700,0.9999
5/1/2022,0.9999,2808.1800,389.0000,38315.9900,1.0001
5/2/2022,0.9999,2861.8130,388.9865,38588.0500,1.0001
5/3/2022,0.9999,2784.4190,382.9006,37736.3200,0.9998
5/4/2022,1.0001,2924.6790,402.0400,39674.5200,0.9997
5/5/2022,0.9999,2736.2020,376.1000,36229.6500,0.9998
5/6/2022,0.9999,2694.8730,380.2895,36003.1600,1.0000
5/7/2022,0.9991,2602.7280,362.0215,35043.5700,0.9998
5/8/2022,0.9999,2538.7750,356.7634,34268.6500,0.9998
5/9/2022,0.9999,2293.5450,308.2330,31100.6400,1.0000
5/10/2022,0.9999,2320.7480,314.5460,30784.3900,0.9995
5/11/2022,0.9999,2076.5730,270.2520,28758.3600,0.9956
5/12/2022,0.9999,1918.8870,265.3902,28744.7500,0.9973
5/13/2022,0.9999,2055.2550,295.3150,29758.8700,0.9983
5/14/2022,0.9999,2053.1250,294.8565,30189.7500,0.9987
5/15/2022,0.9999,2128.1000,309.5119,31048.6400,0.9988
5/16/2022,1.0000,2030.3900,297.6440,29980.1800,0.9987
5/17/2022,0.9999,2079.4400,304.1846,30321.3000,0.9987
5/18/2022,0.9999,1945.2180,292.8380,28935.7500,0.9987
5/19/2022,1.0005,2004.6130,304.2162,30152.6400,0.9990
5/20/2022,0.9999,1950.8800,302.4735,29117.3700,0.9989
5/21/2022,1.0000,1972.1770,312.4770,29376.0900,0.9987
5/22/2022,1.0001,2033.7250,318.0110,30250.1200,0.9989
5/23/2022,1.0004,1976.0980,320.1520,29182.8200,0.9988
5/24/2022,0.9999,1980.8950,327.8745,29579.4100,0.9987
5/25/2022,0.9999,1962.9400,328.6370,29754.0600,0.9989
5/26/2022,1.0005,1818.5650,309.8539,29480.5000,0.9987
5/27/2022,0.9999,1740.8050,303.0372,28794.0000,0.9988
5/28/2022,0.9999,1782.8450,307.2240,28967.7400,0.9988
5/29/2022,0.9999,1808.8930,306.0115,29403.0900,0.9990
5/30/2022,0.9999,1997.2150,321.4680,31754.7100,0.9992
5/31/2022,0.9999,1955.9650,321.7125,31848.5300,0.9992
6/1/2022,1.0000,1816.8000,300.5722,29727.4300,0.9992
6/2/2022,0.9998,1832.8680,307.8610,30462.2600,0.9992
6/3/2022,0.9999,1780.9300,297.4300,29702.8300,0.9990
6/4/2022,0.9999,1797.7750,301.3880,29781.3200,0.9991
6/5/2022,0.9999,1814.2550,299.1250,29994.6200,0.9992
6/6/2022,1.0002,1853.9650,296.0508,31374.1600,0.9991
6/7/2022,0.9999,1807.3950,288.7980,31247.4300,0.9995
6/8/2022,1.0011,1798.7720,289.8070,30286.0600,0.9993
6/9/2022,1.0000,1787.3700,288.8000,30037.7100,0.9992
6/10/2022,0.9999,1673.5470,287.0360,29151.6000,0.9989
6/11/2022,0.9999,1547.0830,273.2070,28612.0900,0.9990
6/12/2022,1.0024,1454.7870,257.4970,26965.3900,0.9988
6/13/2022,0.9998,1191.7050,219.7356,22567.9500,0.9986
6/14/2022,1.0010,1175.2650,217.8620,21570.7800,0.9988
6/15/2022,1.0013,1216.6400,230.6262,22457.5000,0.9989
6/16/2022,0.9998,1065.9680,209.4358,20344.6300,0.9986
6/17/2022,1.0000,1082.6050,216.1190,20424.1200,0.9988
6/18/2022,1.0000,990.0520,198.3431,19157.1800,0.9984
6/19/2022,0.9999,1140.1500,214.8690,20672.8600,0.9988
6/20/2022,1.0002,1106.2450,215.7740,20464.2700,0.9987
6/21/2022,0.9999,1136.8700,221.6720,20883.0500,0.9990
6/22/2022,0.9999,1060.8050,216.0920,20085.1300,0.9988
6/23/2022,1.0001,1140.4320,228.3020,20973.1000,0.9991
6/24/2022,0.9999,1229.6200,240.9800,21297.7800,0.9991
6/25/2022,1.0000,1241.6280,238.6930,21419.9900,0.9996
6/26/2022,0.9997,1213.6670,235.1160,21137.5400,0.9992
6/27/2022,1.0000,1201.4600,234.3507,20796.5600,0.9991
6/28/2022,0.9999,1146.6170,226.7518,20286.6600,0.9988
6/29/2022,0.9999,1107.8170,221.1055,20192.6600,0.9988
6/30/2022,1.0000,1022.4500,213.0450,18870.1300,0.9987
7/1/2022,1.0000,1063.3050,216.8970,19275.4000,0.9988
7/2/2022,0.9999,1069.2620,218.5155,19304.3800,0.9987
7/3/2022,0.9999,1074.6400,218.3205,19274.9400,0.9987
7/4/2022,0.9999,1141.8800,230.0540,20140.6400,0.9989
7/5/2022,0.9999,1150.3850,233.2205,20412.1300,0.9988
7/6/2022,1.0000,1189.6850,238.0580,20495.4700,0.9989
7/7/2022,0.9999,1229.2000,240.3420,21616.4900,0.9996
7/8/2022,1.0000,1230.6450,241.7025,21763.7900,0.9994
7/9/2022,0.9998,1215.4750,242.5810,21615.8800,0.9994
7/10/2022,0.9999,1167.7950,234.1545,20826.8100,0.9994
7/11/2022,0.9999,1097.8500,225.8177,19984.0400,0.9991
7/12/2022,0.9999,1041.8750,221.7997,19357.2200,0.9990
7/13/2022,1.0000,1085.5950,226.2040,19832.1500,0.9992
7/14/2022,1.0000,1186.5300,236.7393,20487.8800,0.9992
7/15/2022,0.9997,1248.9150,239.9830,20886.8300,0.9997
7/16/2022,0.9999,1357.2700,250.8930,21286.6500,0.9998
7/17/2022,1.0001,1360.1450,249.9600,21000.4400,0.9997
7/18/2022,0.9998,1514.0600,259.3962,21788.6700,0.9998
7/19/2022,1.0000,1563.4400,270.0872,23503.3700,1.0001
7/20/2022,1.0001,1527.2850,257.8835,23314.9500,1.0001
7/21/2022,1.0000,1576.3550,264.7856,23022.1100,1.0001
7/22/2022,0.9998,1539.9380,264.1990,22726.5700,1.0002
7/23/2022,0.9997,1542.1880,259.6873,22478.1100,0.9999
7/24/2022,0.9999,1605.3230,262.1781,22658.6300,1.0002
7/25/2022,0.9999,1481.9150,250.6378,21659.4600,1.0000
7/26/2022,0.9999,1411.0400,247.0924,21118.4000,1.0000
7/27/2022,1.0000,1626.3800,269.1440,22882.1200,1.0003
7/28/2022,0.9999,1746.1650,278.5097,23969.7000,1.0003
7/29/2022,0.9998,1742.3000,297.1107,23954.1700,1.0003
7/30/2022,0.9997,1699.6250,289.4342,23707.0600,1.0003
7/31/2022,0.9997,1685.1250,283.0602,23386.7200,1.0003
8/1/2022,0.9998,1629.1000,282.7715,23177.4100,1.0003
8/2/2022,1.0000,1647.4600,284.3059,23107.2500,1.0002
8/3/2022,0.9999,1622.1440,299.7690,22935.4500,1.0002
8/4/2022,0.9997,1596.8000,311.3550,22625.2200,0.9999
8/5/2022,0.9996,1715.9900,316.4299,23254.1700,1.0002
8/6/2022,0.9996,1713.7120,317.1950,23175.6100,1.0002
8/7/2022,0.9996,1704.8500,324.2250,23247.0000,1.0001
8/8/2022,0.9999,1778.7050,324.0995,23814.0500,1.0001
8/9/2022,0.9995,1704.2080,326.1360,23179.2500,1.0002
8/10/2022,0.9991,1850.3550,327.4803,23844.1800,1.0003
8/11/2022,1.0000,1874.2050,323.5415,23907.8800,1.0001
8/12/2022,0.9999,1932.8350,324.9980,24248.8100,1.0004
8/13/2022,0.9999,1979.2730,325.4370,24398.4800,1.0001
8/14/2022,0.9999,1933.3310,319.7185,24266.0900,1.0003
8/15/2022,0.9999,1895.3250,318.3027,24011.3200,1.0002
8/16/2022,1.0000,1872.1380,316.2377,23849.0500,1.0001
8/17/2022,0.9999,1828.9000,305.7730,23349.5600,1.0001
8/18/2022,1.0002,1867.0500,302.8432,23347.5000,1.0000
8/19/2022,0.9999,1620.3050,280.3521,20973.0400,1.0000
8/20/2022,0.9999,1573.6410,282.1950,21138.0800,0.9999
8/21/2022,1.0001,1618.9630,302.1810,21568.0200,1.0000
8/22/2022,1.0001,1587.5600,300.7252,21173.1500,0.9999
8/22/2022,1.0001,1587.5600,300.7252,21173.1500,0.9992
8/23/2022,1.0001,1654.0290,300.2119,21479.2200,1.0000
8/23/2022,1.0001,1654.0290,300.2119,21479.2200,0.9992
8/24/2022,1.0000,1687.7036,299.5948,21626.5230,0.9992
8/25/2022,1.0001,1715.6199,303.6507,21641.6350,0.9992
8/26/2022,1.0001,1567.1060,286.3438,20692.6290,0.9992
8/27/2022,1.0001,1482.6329,278.1877,19994.3260,0.9993
8/28/2022,1.0000,1486.6316,282.6974,19979.6820,0.9993
8/29/2022,1.0001,1550.3835,285.3311,20198.5840,0.9992
8/30/2022,1.0000,1554.9833,284.2959,19922.6130,0.9993
8/31/2022,1.0001,1582.1150,283.3580,20208.8550,0.9993
9/1/2022,1.0000,1593.6113,279.5985,20127.9180,0.9993
9/2/2022,1.0000,1586.4634,278.6148,19979.0720,0.9993
9/3/2022,1.0001,1564.5662,279.3417,19807.4080,0.9993
9/4/2022,1.0000,1580.8337,279.9053,19887.0350,0.9992
9/5/2022,1.0000,1607.4366,277.3961,19772.2460,0.9992
9/6/2022,1.0000,1593.0497,267.5429,18996.4410,0.9992
9/7/2022,1.0000,1650.0316,280.6833,19384.8120,0.9992
9/8/2022,1.0001,1649.7487,282.3853,19329.7800,0.9992
9/9/2022,1.0001,1732.5208,291.9742,21277.3400,0.9993
9/10/2022,1.0000,1765.1082,296.7106,21657.4860,0.9994
9/11/2022,0.9999,1766.1971,295.0728,21654.9730,0.9994
9/12/2022,1.0000,1727.9380,294.1259,22371.2500,0.9994
9/13/2022,1.0000,1608.5613,280.1533,20229.8790,0.9993
9/14/2022,1.0001,1622.6970,280.8595,20185.3050,0.9993
9/15/2022,1.0000,1500.4219,273.5169,19835.1800,0.9993
9/16/2022,1.0000,1446.4717,276.2228,19776.1450,0.9992
9/17/2022,1.0000,1465.4570,280.6440,20076.3480,0.9992
9/18/2022,1.0000,1352.5837,268.7450,19473.7200,0.9992
9/19/2022,1.0000,1380.2584,271.6534,19547.9260,0.9993
9/20/2022,1.0000,1340.8478,269.4959,18964.8870,0.9993
9/21/2022,1.0000,1269.6804,266.0688,18436.8220,0.9993
9/22/2022,1.0000,1323.7548,276.6896,19283.1210,0.9992
9/23/2022,1.0000,1321.0825,273.2148,19048.1740,0.9993
9/26/2022,1.0000,1327.8173,276.9992,19129.3050,0.9992
9/27/2022,1.0003,1330.2524,274.8041,19038.6820,0.9992
9/28/2022,1.0003,1350.0332,284.3669,19597.0180,0.9992
9/29/2022,1.0000,1340.5935,285.1098,19500.2320,0.9992
9/30/2022,1.0000,1339.9918,284.9890,19495.5620,0.9992
