,Unnamed: 0,id,text,Tweet,p_pos,p_neg,Score
10,10,1521223352534372354,@BrijwaSRKman @iamsrk @MarvelStudios #ShahRukhKhan is great 🤩  in more ways than one.  I realize how great more and more every day. I always liked #BenedictCumberbatch good to know he has such great taste.,ShahRukhKhan is great in more ways than one. I realize how great more and more every day. I always liked BenedictCumberbatch good to know he has such great taste.,0.8351079892038841,0.16489201079611554,Positive
11,11,1521220542199570432,"#EidMubarak 🌙❤️ Meri jaan, 
Mere chand @iamsrk ...Be happy 😊 
Be my bestie always @pooja_dadlani @RedChilliesEnt
@KarunaBadwal
#ShahRukhKhan #TeamShahRukhKhan https://t.co/KKYV8ujGse","EidMubarak Meri jaan, Mere chand ...Be happy Be my bestie always ShahRukhKhan TeamShahRukhKhan",0.9000008718256461,0.09999912817435358,Positive
12,12,1521220223415701504,"SRK DON Setup

Aline Green #iconpack @one4studio 

XWidegt Pro App @superdesk

Wallpaper #Google 

Template @andro_idfans 

#homescreen #homescreensetups #rr_homescreensetups #green #srk #srkfanclub #shahrukhkhan #don #black #widget #android #novalauncherhomescreen #nord #oneplus https://t.co/sbwOQFIAAo",SRK DON SetupAline Green iconpack XWidegt Pro App Wallpaper Google Template homescreen homescreensetups rr_homescreensetups green srk srkfanclub shahrukhkhan don black widget android novalauncherhomescreen nord oneplus,0.5436144394384462,0.4563855605615555,Neutral
13,13,1521216242098520067,Eid Mubarak Dear #SRKians and @iamsrk celebrating today!!!  🤲🤲🤲🤲🤲💜💜💜💜💜 https://t.co/soOsOliJEH,Eid Mubarak Dear SRKians and celebrating today!!!,0.7955665024630547,0.20443349753694587,Positive
14,14,1521211217250979840,#EidMubarak @iamsrk and to your family along with all of your extended families ( #ShahRukhKhan #Fan ). May God bless us all &amp; prevail peace and harmony amongst mankind. https://t.co/D2YvnVtlZK,EidMubarak and to your family along with all of your extended families ( ShahRukhKhan Fan ). May God bless us all &amp; prevail peace and harmony amongst mankind.,0.9843506692699667,0.015649330730033908,Positive
15,15,1521207452527640578,Atlee has a 100% success rate of which his last 3 films were big budget blockbusters featuring one of the biggest stars of Tamil cinema - he doesn’t need to be told how to direct his own script. I’m concerned too much interference from #ShahRukhKhan may ruin the final product. https://t.co/XfRYBlXxvm,Atlee has a % success rate of which his last films were big budget blockbusters featuring one of the biggest stars of Tamil cinema - he doesnt need to be told how to direct his own script. Im concerned too much interference from ShahRukhKhan may ruin the final product.,0.905548686710794,0.0944513132892048,Positive
16,16,1521206634453766144,"When the Pathaan gang is here for KKR who's gonna stop the TOOFAN? ⚡

@KKRiders
@iamsrk

#KKRHaiTaiyaar #Pathaan #AmiKKR #ShahRukhKhan #TeamShahRukhKhan https://t.co/vfuRRi0ENp",When the Pathaan gang is here for KKR who's gonna stop the TOOFAN? KKRHaiTaiyaar Pathaan AmiKKR ShahRukhKhan TeamShahRukhKhan,0.7457508375115305,0.2542491624884696,Positive
17,17,1521205472891748358,"#SalmanKhan favourite movie top 5
#mainepyarkiya
#humapkehaikon
#bajrangibhaijaan 
#Tigerseries 
#sultan / #terenaam 

#ShahRukhKhan fav movie top 5
#DDLJ 
#kuchkuchhotahai 
#Chakdeindia 
#Chennaiexpress 
#swades / #rabnebanadijodi 

@BeingSalmanKhan @iamsrk @FanInBollywood1",SalmanKhan favourite movie top mainepyarkiyahumapkehaikonbajrangibhaijaan Tigerseries sultan / terenaam ShahRukhKhan fav movie top DDLJ kuchkuchhotahai Chakdeindia Chennaiexpress swades / rabnebanadijodi,0.502130733334945,0.4978692666650549,Neutral
18,18,1521204161135751169,"https://t.co/0nSOfyNg6j

@elonmusk took this song too seriously.

#ElonMuskBuyTwitter #ElonMuskTwitter 
#SRK #ShahRukhKhan #Bollywood @shahrukh_35",took this song too seriously.ElonMuskBuyTwitter ElonMuskTwitter SRK ShahRukhKhan Bollywood,0.6789432318493025,0.3210567681506977,Neutral
19,19,1521201305741455360,COUNTDOWN AGAIN STARTED FOR BIRTHDAY OF KING KHAN SRK BUS SRK @kolkata_srk @iamsrk #AskSRK #Redchilliesentertainment #Poojadadlani https://t.co/MEM3FnJXtz,COUNTDOWN AGAIN STARTED FOR BIRTHDAY OF KING KHAN SRK BUS SRK AskSRK Redchilliesentertainment Poojadadlani,0.39445033525544904,0.6055496647445491,Neutral
20,20,1521200885824901120,"#EidMubarak to all my #SRKians friends and @iamsrk sir !! 
#EidUlFitr #EidMubarak2022 #EidAlFitr ❤️❤️❤️❤️ https://t.co/QvMG8IuY1e",EidMubarak to all my SRKians friends and sir !! EidUlFitr EidMubarak2022 EidAlFitr,0.749719853992611,0.25028014600738857,Positive
21,21,1521198260593041409,"@LauriMinna @iamsrk #ShahRukhKhan’s first villain gets you hooked &amp; makes you crave more of the same. Subsequent villainous roles are even more brilliant as performances go. You won't find Darr with subtitles, this link is w/o The film is available from these streaming svcs. 
https://t.co/grtI7INa1y https://t.co/mAAYey2K2p","ShahRukhKhans first villain gets you hooked &amp; makes you crave more of the same. Subsequent villainous roles are even more brilliant as performances go. You won't find Darr with subtitles, this link is w/o The film is available from these streaming svcs.",0.9637224132688558,0.03627758673114134,Positive
22,22,1521198138203467777,"Check out to know how much @PrimeVideoIN paid to purchase digital rights of #ShahRukhKhan starrer 'Pathaan' 

Click to read.

#Bollywood #bollywoodcelebrity #Tellychakkar

https://t.co/oos2P9dnDw",Check out to know how much paid to purchase digital rights of ShahRukhKhan starrer 'Pathaan' Click to read.Bollywood bollywoodcelebrity Tellychakkar,0.8459688110424259,0.15403118895757625,Positive
23,23,1521197824343351296,𝐄𝐢𝐝 𝐌𝐮𝐛𝐚𝐫𝐚𝐤 @iamsrk and all my fellow SRKians also to those who are celebrating...! 🌙🛐,and all my fellow SRKians also to those who are celebrating...!,0.8264895722739041,0.17351042772609554,Positive
24,24,1521197645158436864,"Please Vote for Our Bhai.
@SadakatKhanms @chalasani_divya @Sherniikhan @viduugupta @Aqsh___ @ShanazK9 @JennifeAaniston @only_munawar @MUNAWARFAN7 @Munawarkijaan @Srkians_77 @BeingSalmanClub @ZubeenGargFC @papon_army @paponuniverse @TheArijitSingh 
#MunawaKiJanta 
#MunawarWarriors https://t.co/dAbvJwNj1V",Please Vote for Our Bhai. MunawaKiJanta MunawarWarriors,0.2612933362175415,0.7387066637824588,Negative
25,25,1521196695232475136,"You know it's biggest superstar #ShahRukhKhan.

When one of the biggest football club, Real madrid wishes for the success of your film ❤️🔥 https://t.co/GlvzrORZ8R","You know it's biggest superstar ShahRukhKhan.When one of the biggest football club, Real madrid wishes for the success of your film",0.8971421484629348,0.10285785153706262,Positive
26,26,1521196353061146624,"@iamsrk Sir... Sending you and your family my best wishes on the auspicious occasion of Eid-Ul-Fitr, praying for everyone's good health and well-being. Eid Mubarak!🙏🙏

#ShahRukhKhan #Pathan #SRKians #SRK #ShahRukhKhan𓀠 #dunki22dec2023 #DUNKI https://t.co/36A8IUjHsI","Sir... Sending you and your family my best wishes on the auspicious occasion of Eid-Ul-Fitr, praying for everyone's good health and well-being. Eid Mubarak!ShahRukhKhan Pathan SRKians SRK ShahRukhKhan dunki22dec2023 DUNKI",0.2940639167056305,0.7059360832943679,Negative
27,27,1521196188938436608,"#EidMubarak ❤✌🙏
Peace ,, prosperity and happiness.
#ShahRukhKhan @iamsrk","EidMubarak Peace ,, prosperity and happiness.ShahRukhKhan",0.9072580645161294,0.09274193548387072,Positive
28,28,1521196061359968256,No #SalmanKhan #AlluArjun𓃵 #ShahRukhKhan #AkshayKumar #Vijay it's unbelievable 🥺 https://t.co/tHSh8Qi7ln,No SalmanKhan AlluArjun ShahRukhKhan AkshayKumar Vijay it's unbelievable,0.34745762711864403,0.6525423728813556,Neutral
29,29,1521195742009864192,"Team Shah Rukh Khan Fanclub Wishing You all a Happy #EidMubarak 🌙❤️

@iamsrk @RedChilliesEnt @iamsrkclub @iamsrkclub

#ShahRukhKhan #SRK #EidMubarak2022 #EidUlFitr #TeamShahRukhKhan https://t.co/Mfc2c7CRiE",Team Shah Rukh Khan Fanclub Wishing You all a Happy EidMubarak ShahRukhKhan SRK EidMubarak2022 EidUlFitr TeamShahRukhKhan,0.772324874174093,0.22767512582590535,Positive
30,30,1521194940037959680,"Basically @KKRiders gifted Khan Sahab a Win in the form of Eidi..😍

Now Just Want #ShahRukhKhan to show up tomorrow at the Stand of his House to greet his fans on Eid like he always used to do..🥺😍🤩🙌

#KKRvRR @iamsrk 👑 https://t.co/AggwOxOzT5",Basically gifted Khan Sahab a Win in the form of Eidi..Now Just Want ShahRukhKhan to show up tomorrow at the Stand of his House to greet his fans on Eid like he always used to do..KKRvRR,0.4409900967326947,0.5590099032673046,Neutral
31,31,1521193828656377857,"Team Shah Rukh Khan Fanclub Wishing You all a Happy #EidMubarak 🌙❤️

@iamsrk

#ShahRukhKhan #TeamShahRukhKhan https://t.co/I8GbhoxcF2",Team Shah Rukh Khan Fanclub Wishing You all a Happy EidMubarak ShahRukhKhan TeamShahRukhKhan,0.772324874174093,0.22767512582590535,Positive
32,32,1521192237019049984,Greatest actor of the indian cinema  #ShahRukhKhan  #AamirKhan #dilipkumar #SalmanKhan,Greatest actor of the indian cinema ShahRukhKhan AamirKhan dilipkumar SalmanKhan,0.8183348870344995,0.18166511296549998,Positive
33,33,1521192058890768384,"#KKR💜💜💜 Victory 😍

#ShahRukhKhan #KKRvRR #KKRHaiTaiyaar https://t.co/jZ961oAH8p",KKR Victory ShahRukhKhan KKRvRR KKRHaiTaiyaar,0.6136363636363634,0.3863636363636365,Neutral
34,34,1521191713414418432,"What a night by the KNIGHT 😍
Man Of The Moment : @rinkusingh235 ❤

Thank You For Bringing Back Some Joys And Smiles In Our Faces.. 

A much needed win after 5 consecutive losses by @KKRiders
Appreciation tweet for #RinkuSingh 💜
#KKRvRR #KKRHaiTaiyaar #ShahRukhKhan @iamsrk https://t.co/a3FC0XI0De",What a night by the KNIGHT Man Of The Moment : Thank You For Bringing Back Some Joys And Smiles In Our Faces.. A much needed win after consecutive losses by Appreciation tweet for RinkuSingh KKRvRR KKRHaiTaiyaar ShahRukhKhan,0.6736864547874656,0.32631354521253353,Neutral
35,35,1521191475286925316,"KING KHAN #ShahRukhKhan Starrer #Pathaan Movie Become 
The Most Twitter Trends Bollywood Movie (All Time)
@iamsrk",KING KHAN ShahRukhKhan Starrer Pathaan Movie Become The Most Twitter Trends Bollywood Movie (All Time),0.9307049874846434,0.06929501251535494,Positive
36,36,1521191079353143300,"💖 @iamsrk / 💜 @KKRiders showing some love to @rajasthanroyals
Kalinichta my 💖 Shah
Victoriously earned Good night 💙 #SRKians https://t.co/3M9cchQMiW",/ showing some love to Kalinichta my ShahVictoriously earned Good night SRKians,0.3642380965346412,0.6357619034653593,Neutral
37,37,1521190976068497409,@Rocky__Maniaa @Urmessiahishere now i understand why srkians hate deepika,now i understand why srkians hate deepika,0.48793585753526797,0.5120641424647319,Neutral
38,38,1521190806190665728,"Chand Raat Mubarak 🤎💚  
    mY love  @iamsrk  ❤️😘
And #Srkians ❤️🤗
           From 
 @roshni_srkian 😒 https://t.co/YTqTcxXDBb",Chand Raat Mubarak mY love And Srkians From,0.548797150202849,0.4512028497971511,Neutral
39,39,1521189380110516224,"What a night by the KNIGHT 😍

Appreciation tweet for @rinkusingh235 💜

@KKRiders
@iamsrk

#KKRvRR #EidMubarak #KKRHaiTaiyaar #ShahRukhKhan #TeamShahRukhKhan https://t.co/jHcxkfYbN0",What a night by the KNIGHT Appreciation tweet for KKRvRR EidMubarak KKRHaiTaiyaar ShahRukhKhan TeamShahRukhKhan,0.8474799687932741,0.15252003120672605,Positive
40,40,1521188243890343938,"High chance of SRK to coming on the stand. 🔥

#Mannat #Eid2022",High chance of SRK to coming on the stand. Mannat Eid2022,0.5817045506283925,0.4182954493716073,Neutral
41,41,1521188131147452417,"Longest since Last Disaster :

#TigerShroff 2022
#AjayDevgn 2022
#ShahidKapor 2022
#AkshayKumar 2022
#RanveerSingh 2021
#AyushmannKhurrana 2021
#ShahRukhKhan 2018
#RanbirKapoor 2017
#SidharthMalhotra 2017
#HrithikRoshan 2016
#VickyKaushal 2016
#SalmanKhan 2009 
#AamirKhan 1999",Longest since Last Disaster :TigerShroff AjayDevgn ShahidKapor AkshayKumar RanveerSingh AyushmannKhurrana ShahRukhKhan RanbirKapoor SidharthMalhotra HrithikRoshan VickyKaushal SalmanKhan AamirKhan,0.35100857365809723,0.6489914263419018,Neutral
42,42,1521187771309772805,"Rocky aur Rani ki Prem Kahani: #ShahRukhKhan and Kajol To Reunite For a Special Appearance In Film?

Details:
https://t.co/KCdMZVlg7j https://t.co/Saxfs9L68o",Rocky aur Rani ki Prem Kahani: ShahRukhKhan and Kajol To Reunite For a Special Appearance In Film?Details:,0.517355217563568,0.48264478243643233,Neutral
43,43,1521187671212965888,"#ShahrukhKhan and #Kajol to share screen space again

#123telugu 

https://t.co/nMRejyJGl0",ShahrukhKhan and Kajol to share screen space again123telugu,0.7030971013052406,0.29690289869475983,Positive
44,44,1521187273932521472,"Congratulations! @KKRiders A Massive Win! #rinkusingh you are love... #NitishRana You played well, and All the Bowlers and Fielders, Performed well today. @ShreyasIyer15 ❤️❤️❤️
#ShahRukhKhan
Sir @iamsrk Ek Qukte retweet toh banta hai Es Picture ka....#KKRHaiTaiyaar #KKRvRR #Kkr https://t.co/FXjvvsos9p","Congratulations! A Massive Win! rinkusingh you are love... NitishRana You played well, and All the Bowlers and Fielders, Performed well today. ShahRukhKhanSir Ek Qukte retweet toh banta hai Es Picture ka....KKRHaiTaiyaar KKRvRR Kkr",0.9879223531942168,0.012077646805784794,Positive
45,45,1521186879533887488,"We won 😍

What a brilliant cricketing experience 😍

@KKRiders
@iamsrk
@teamsrkfc 

#KKRvRR #IPL2022  #ShahRukhKhan #KKRHaiTaiyaar  #TeamShahRukhKhan https://t.co/Tx68EbzdCL",We won What a brilliant cricketing experience KKRvRR IPL2022 ShahRukhKhan KKRHaiTaiyaar TeamShahRukhKhan,0.8243665932877164,0.1756334067122829,Positive
46,46,1521186742660861953,"Congratulations @KKRiders. Let's keep the momentum going on 💜
#EidMubarak @iamsrk &amp; family, KKR fans &amp; SRKians ❤️
Wish all your prayers are answered!","Congratulations . Let's keep the momentum going on EidMubarak &amp; family, KKR fans &amp; SRKians Wish all your prayers are answered!",0.694700355919036,0.3052996440809625,Neutral
47,47,1521186500956004353,"An outstanding victory by @KKRiders = A perfect reason to blow off the Monday blues

#RedChilliesEntertainment
#KolkataKnightRiders #korbolorbojeetbo #KKRHaiTaiyaar #IPLMatch https://t.co/i4RStEtSIF",An outstanding victory by = A perfect reason to blow off the Monday bluesRedChilliesEntertainmentKolkataKnightRiders korbolorbojeetbo KKRHaiTaiyaar IPLMatch,0.7901416500408195,0.20985834995918223,Positive
48,48,1521186269778243585,"I believe in Rinku Singh 👑 Supermacy..

#KKRvRR 
#rinkusingh 
#ShahRukhKhan https://t.co/cSae2TXwMB",I believe in Rinku Singh Supermacy..KKRvRR rinkusingh ShahRukhKhan,0.5550000000000003,0.44500000000000006,Neutral
49,49,1521186088248819714,"Here is our small edit for our king 
#ShahRukhKhan https://t.co/KR8x0D3kDn",Here is our small edit for our king ShahRukhKhan,0.6269642009501761,0.3730357990498239,Neutral
50,50,1521186078094417921,"Yes... Yeeeesss... These are the Knights... 
Our @KKRiders 💜💜💜💜💜💜
Congratulations Team! 
What a game... What a gift to All #KKRians, All #SRKians 
#EidMubarak my 💖 Shah @iamsrk https://t.co/wmd5p04iFs","Yes... Yeeeesss... These are the Knights... Our Congratulations Team! What a game... What a gift to All KKRians, All SRKians EidMubarak my Shah",0.9122021592117701,0.08779784078822904,Positive
51,51,1521185792034496512,"congratulations kkr finally u win after 6match continusly lose.

#KKRvRR #ShahRukhKhan https://t.co/G9waysFA6f",congratulations kkr finally u win after match continusly lose.KKRvRR ShahRukhKhan,0.5862661600169062,0.4137338399830942,Neutral
52,52,1521185498869354496,"whenever kkr wins, my heart feels so so happy for my babbyy, my SRK💜 #KKRvRR 
Eid Mubarak Shah jaan 🌙 #ShahRukhKhan","whenever kkr wins, my heart feels so so happy for my babbyy, my SRK KKRvRR Eid Mubarak Shah jaan ShahRukhKhan",0.9066275621552929,0.09337243784470578,Positive
53,53,1521185127656615937,"Yes! Yes! Yes!

We won 😍

What a brilliant cricketing experience 😍

Rinku you beauty 💜

@KKRiders
@iamsrk

#KKRvRR #IPL2022 #ShahRukhKhan #KKRHaiTaiyaar #TeamShahRukhKhan https://t.co/2lu6LhOXLY",Yes! Yes! Yes!We won What a brilliant cricketing experience Rinku you beauty KKRvRR IPL2022 ShahRukhKhan KKRHaiTaiyaar TeamShahRukhKhan,0.8741578335345332,0.125842166465467,Positive
54,54,1521183556172615680,"Rinku Singh Appreciation Tweet⭐
Guy is so valuable to KKR just they realised it so late!
#CricketTwitter #KKRvRR #KKRHaiTaiyaar #ShahRukhKhan",Rinku Singh Appreciation TweetGuy is so valuable to KKR just they realised it so late!CricketTwitter KKRvRR KKRHaiTaiyaar ShahRukhKhan,0.3959580155967779,0.6040419844032222,Neutral
55,55,1521180500756676608,"@LGIndia #LG indirectly promotes spread of cancer, death &amp; destruction of families by hiring &amp; in turn promoting #ShahRukhKhan, a promoter of #cancer-aiding #PanMasala through surrogate ads. #Boycott such irresponsible orgs. https://t.co/JAfmGYO4bN","LG indirectly promotes spread of cancer, death &amp; destruction of families by hiring &amp; in turn promoting ShahRukhKhan, a promoter of cancer-aiding PanMasala through surrogate ads. Boycott such irresponsible orgs.",0.32823104287479976,0.6717689571251998,Neutral
56,56,1521179626818740225,@chittem_s @Kakashi4983 @Asliy0gi Srkians are nice people. We spread love. Akki is born Indian. Hey &amp; what's wrong with being Canadian? We spread love too. ☺️,Srkians are nice people. We spread love. Akki is born Indian. Hey &amp; what's wrong with being Canadian? We spread love too.,0.7375853255571877,0.2624146744428147,Positive
57,57,1521178882597998592,"Assalamualaikum...
May this special day bring peace, happiness and prosperity to everyone. May Allah flood your life with happiness and peace of mind on this occasion. Eid Mubarak❤️
@iamsrk @sidharth_shukla 
#Sidhearts
#SidharthShuklaLivesOn 
#SRKians https://t.co/J5T4JhtAVw","Assalamualaikum...May this special day bring peace, happiness and prosperity to everyone. May Allah flood your life with happiness and peace of mind on this occasion. Eid Mubarak SidheartsSidharthShuklaLivesOn SRKians",0.9988161781313154,0.0011838218686833052,Positive
58,58,1521177639775481856,@IndiaAheadNews @KKRiders King of Bollywood #ShahRukhKhan,King of Bollywood ShahRukhKhan,0.5643939393939392,0.4356060606060605,Neutral
59,59,1521176952043941894,Movies News Feed : Chennai Express to Heropanti 2: List of 5 movies which released on Eid  #moviesnewsfeed #salmankhan #eid #shahrukhkhan #tigershroff #chennaiexpress https://t.co/OptpozNihy,Movies News Feed : Chennai Express to Heropanti : List of movies which released on Eid moviesnewsfeed salmankhan eid shahrukhkhan tigershroff chennaiexpress,0.7322330747781804,0.2677669252218195,Positive
60,60,1521176898575151105,"#ShahRukhKhan Is ‘Dost’  Directing Atlee’s Film
https://t.co/oFtlHWqWiD",ShahRukhKhan Is Dost Directing Atlees Film,0.5924183347660568,0.40758166523394307,Neutral
61,61,1521176854262009856,@ThumsUpOfficial King of Bollywood #ShahRukhKhan,King of Bollywood ShahRukhKhan,0.5643939393939392,0.4356060606060605,Neutral
62,62,1521176440699424768,Double up your celebration with JASHN-E-EID special movies all day long from May 2nd to 4th only on #SonyMAX #SonyTVUSA #movies #bollywood #actors #actress #weekendbinge #films #SalmanKhan #ShahRukhKhan #EidMubarak https://t.co/euvNpESmWp,Double up your celebration with JASHN-E-EID special movies all day long from May nd to th only on SonyMAX SonyTVUSA movies bollywood actors actress weekendbinge films SalmanKhan ShahRukhKhan EidMubarak,0.797398969182352,0.20260103081764866,Positive
63,63,1521173327204974592,"#KKR has the most beautiful girl fans compared to any othe team in #IPL2022 

#KKRvRR #RRvKKR #shreyasiyer #ShahRukhKhan #KLRahul #MetGala2022 #ipl",KKR has the most beautiful girl fans compared to any othe team in IPL2022 KKRvRR RRvKKR shreyasiyer ShahRukhKhan KLRahul MetGala2022 ipl,0.7316468508341272,0.26835314916587233,Positive
64,64,1521168573602795520,"#ShahRukhKhan Craze in Egypt 🇪🇬 

His Unmatchble Craze, Happiness in Global Platform! 🔥 https://t.co/P6sN0XEExE","ShahRukhKhan Craze in Egypt His Unmatchble Craze, Happiness in Global Platform!",0.7205826619129165,0.27941733808708497,Positive
65,65,1521166313745387521,@IPL What a terrific team selection by Superstar SRK.....Same as like his script selection....Film also flop and team @KKRiders also flop @iam_juhi  @gaurikhan  @pooja_dadlani  @VenkyMysore @RajkumarHirani  #ShahRukhKhan #KKRvsRR #kkr #IPL2022 #IPL,What a terrific team selection by Superstar SRK.....Same as like his script selection....Film also flop and team also flop ShahRukhKhan KKRvsRR kkr IPL2022 IPL,0.8042323066673451,0.19576769333265295,Positive
66,66,1521166222540218368,@KKRiders What a terrific team selection by Superstar SRK.....Same as like his script selection....Film also flop and team @KKRiders also flop @iam_juhi  @gaurikhan  @pooja_dadlani  @VenkyMysore @RajkumarHirani  #ShahRukhKhan #KKRvsRR #kkr #IPL2022 #IPL,What a terrific team selection by Superstar SRK.....Same as like his script selection....Film also flop and team also flop ShahRukhKhan KKRvsRR kkr IPL2022 IPL,0.8042323066673451,0.19576769333265295,Positive
67,67,1521165994999263232,What a terrific team selection by Superstar SRK.....Same as like his script selection....Film also flop and team @KKRiders also flop @iam_juhi  @gaurikhan  @pooja_dadlani  @VenkyMysore @RajkumarHirani  #ShahRukhKhan #KKRvsRR #kkr #IPL2022 #IPL,What a terrific team selection by Superstar SRK.....Same as like his script selection....Film also flop and team also flop ShahRukhKhan KKRvsRR kkr IPL2022 IPL,0.8042323066673451,0.19576769333265295,Positive
68,68,1521162712222515202,Juvaria Abbasi has a query about Shah Rukh Khan's decision to build a cricket stadium in LA 🤭 What do you think of it? #JuvariaAbbasi #ShahRukhKhan https://t.co/3itCbGPgDq,Juvaria Abbasi has a query about Shah Rukh Khan's decision to build a cricket stadium in LA What do you think of it? JuvariaAbbasi ShahRukhKhan,0.9977948600884081,0.002205139911591735,Positive
69,69,1521162013111554050,"#evening_moods
 _ He _
he is the thought behind the feeling,
the swelling in my chest,
the starlight in the evening,
the yearning when i undress..
he is the sound behind the sighing,
the song of every bird,
the tears in all my crying,
the ache in every word..
#ShahRukhKhan https://t.co/LxkeuT46qr","evening_moods _ He _he is the thought behind the feeling,the swelling in my chest,the starlight in the evening,the yearning when i undress..he is the sound behind the sighing,the song of every bird,the tears in all my crying,the ache in every word..ShahRukhKhan",0.9990052421974027,0.000994757802601819,Positive
70,70,1521161848355098624,"KKR WILL CHAGE THE TARGET WITHOUT ANY TROUBLE
#KKRvRR #KKRHaiTaiyaar #ShahRukhKhan #finch #KKRvsRR #IPL2022 #IPL20222 #T20 https://t.co/4cYCl7d8Ej",KKR WILL CHAGE THE TARGET WITHOUT ANY TROUBLEKKRvRR KKRHaiTaiyaar ShahRukhKhan finch KKRvsRR IPL2022 IPL20222 T20,0.6923001322022515,0.30769986779774866,Neutral
71,71,1521159031792205824,"Lot's of theatre artist has came on board we will witness  new comer for this Mega project.

#SRK will be completing this schedule by 7th June and move on to #Atlee next for some Massive Action sequences 

#ShahRukhKhan × #RajkumarHirani https://t.co/6WGXDkPSzU",Lot's of theatre artist has came on board we will witness new comer for this Mega project.SRK will be completing this schedule by th June and move on to Atlee next for some Massive Action sequences ShahRukhKhan RajkumarHirani,0.8802864234083402,0.11971357659166161,Positive
72,72,1521158599954690048,@Iconic_Klaus @iamsrk @srkfighters Srkians Show This Guy Some Love🙂,Srkians Show This Guy Some Love,0.47879979653665483,0.5212002034633454,Neutral
73,73,1521156994589429761,"Khan Saab wishes you #EidMubarak 
#ShahRukhKhan #EidUlFitr https://t.co/qFfS3iNKqw",Khan Saab wishes you EidMubarak ShahRukhKhan EidUlFitr,0.7011630500326281,0.2988369499673717,Positive
74,74,1521156855762145281,"All other fan clubs like Srkians, salmaniacs, akkians, Hrithikians, Etc are nothing but avatars of the original fandom ABHIANS 🌟","All other fan clubs like Srkians, salmaniacs, akkians, Hrithikians, Etc are nothing but avatars of the original fandom ABHIANS",0.8787467457475033,0.12125325425249579,Positive
75,75,1521156634797502464,#ShahRukhKhan..wishing you Eid mubarak..wid luv.n  blessings.. n warm wishes to you n your family..stay blessed.  ..,ShahRukhKhan..wishing you Eid mubarak..wid luv.n blessings.. n warm wishes to you n your family..stay blessed. ..,0.9071821117485492,0.09281788825145194,Positive
