Date,USD,ethereum,binance,bitcoin,tether
2022-07-15,0.9997,1248.915,239.983,20886.83,0.9997
2022-07-16,0.9999,1357.27,250.893,21286.65,0.9998
2022-07-17,1.0001,1360.145,249.96,21000.44,0.9997
2022-07-18,0.9998,1514.06,259.3962,21788.67,0.9998
2022-07-19,1.0,1563.44,270.0872,23503.37,1.0001
2022-07-20,1.0001,1527.285,257.8835,23314.95,1.0001
2022-07-21,1.0,1576.355,264.7856,23022.11,1.0001
2022-07-22,0.9998,1539.938,264.199,22726.57,1.0002
2022-07-23,0.9997,1542.188,259.6873,22478.11,0.9999
2022-07-24,0.9999,1605.323,262.1781,22658.63,1.0002
2022-07-25,0.9999,1481.915,250.6378,21659.46,1.0
2022-07-26,0.9999,1411.04,247.0924,21118.4,1.0
2022-07-27,1.0,1626.38,269.144,22882.12,1.0003
2022-07-28,0.9999,1746.165,278.5097,23969.7,1.0003
2022-07-29,0.9998,1742.3,297.1107,23954.17,1.0003
2022-07-30,0.9997,1699.625,289.4342,23707.06,1.0003
2022-07-31,0.9997,1685.125,283.0602,23386.72,1.0003
2022-08-01,0.9998,1629.1,282.7715,23177.41,1.0003
2022-08-02,1.0,1647.46,284.3059,23107.25,1.0002
2022-08-03,0.9999,1622.144,299.769,22935.45,1.0002
2022-08-04,0.9997,1596.8,311.355,22625.22,0.9999
2022-08-05,0.9996,1715.99,316.4299,23254.17,1.0002
2022-08-06,0.9996,1713.712,317.195,23175.61,1.0002
2022-08-07,0.9996,1704.85,324.225,23247.0,1.0001
2022-08-08,0.9999,1778.705,324.0995,23814.05,1.0001
2022-08-09,0.9995,1704.208,326.136,23179.25,1.0002
2022-08-10,0.9991,1850.355,327.4803,23844.18,1.0003
2022-08-11,1.0,1874.205,323.5415,23907.88,1.0001
2022-08-12,0.9999,1932.835,324.998,24248.81,1.0004
2022-08-13,0.9999,1979.273,325.437,24398.48,1.0001
2022-08-14,0.9999,1933.331,319.7185,24266.09,1.0003
2022-08-15,0.9999,1895.325,318.3027,24011.32,1.0002
2022-08-16,1.0,1872.138,316.2377,23849.05,1.0001
2022-08-17,0.9999,1828.9,305.773,23349.56,1.0001
2022-08-18,1.0002,1867.05,302.8432,23347.5,1.0
2022-08-19,0.9999,1620.305,280.3521,20973.04,1.0
2022-08-20,0.9999,1573.641,282.195,21138.08,0.9999
2022-08-21,1.0001,1618.963,302.181,21568.02,1.0
2022-08-22,0.99994636,1587.56,297.97192,21173.15,0.9999
2022-08-22,0.99994636,1587.56,297.97192,21173.15,0.9996197
2022-08-23,0.9999382,1654.029,297.25513,21479.22,1.0
2022-08-23,0.9999382,1654.029,297.25513,21479.22,0.9996016
2022-08-24,0.99988186,1663.5382,296.67505,21593.984,0.99966425
2022-08-25,0.99994445,1690.0919,300.87555,21564.486,0.9996729
2022-08-26,0.99995446,1544.357,283.41275,20648.936,0.9996854
2022-08-27,0.9999363,1465.3712,275.0395,19984.217,0.99978286
2022-08-28,0.99988586,1469.3041,279.5217,19993.021,0.99971026
2022-08-29,0.9999525,1533.6416,282.44598,20186.77,0.9996809
2022-08-30,0.9999069,1537.0726,281.0472,19935.426,0.99973464
2022-08-31,0.9999589,1562.5634,280.28146,20199.932,0.99973434
2022-09-01,0.99990094,1576.2579,276.3038,20075.65,0.9997447
2022-09-02,0.99988484,1564.765,275.60028,19975.47,0.9997961
2022-09-03,0.9999598,1545.2657,275.91843,19794.322,0.9997604
2022-09-04,0.99986935,1561.4572,276.66183,19896.707,0.99968076
2022-09-05,0.9998607,1587.0743,274.13864,19780.479,0.9996856
2022-09-06,0.9998603,1569.6224,264.44284,19036.4,0.9997127
2022-09-07,0.99986786,1634.9651,277.5726,19363.754,0.9997377
2022-09-08,0.99995536,1627.3351,279.27878,19372.29,1.0000529
2022-09-09,0.9999364,1707.1329,289.5712,21241.105,0.9998128
2022-09-10,0.99986553,1740.5087,293.74472,21538.71,0.9998941
2022-09-11,0.99985313,1737.0421,292.29785,21579.69,0.99989927
2022-09-12,0.9998636,1700.9407,291.14606,22287.42,0.9998795
2022-09-13,0.99992216,1584.7755,276.99982,20207.877,0.99977565
2022-09-14,0.9999428,1603.2708,277.78046,20082.547,0.9997371
2022-09-15,0.9998776,1480.4355,270.06198,19838.703,0.9997991
2022-09-16,0.9998873,1431.625,272.82147,19756.889,0.9996536
2022-09-17,0.9998604,1450.2527,277.3183,20063.764,0.9997386
2022-09-18,0.99986655,1335.2036,265.19733,19560.578,0.9997009
2022-09-19,0.99986094,1371.9601,268.14392,19546.604,0.99975103
2022-09-20,0.99986845,1328.494,265.93954,19032.049,0.99973434
2022-09-21,0.9999235,1253.0895,262.17267,18673.404,0.9997958
2022-09-22,0.999857,1317.7632,273.10123,19306.244,0.99969655
2022-09-23,0.9998957,1315.226,269.98126,19021.693,0.9997598
2022-09-26,0.99985,1318.8446,273.59775,19182.098,0.99972254
2022-09-27,1.0001575,1319.1326,271.62445,19098.273,0.99965286
2022-09-28,1.0001031,1341.6195,281.31387,19612.451,0.9996983
2022-09-29,0.99988097,1331.4506,281.9314,19510.658,0.9997012
2022-09-30,0.99988353,1330.6384,281.81982,19510.215,0.9996952
